zipcode,district,location,age,m2,rooms,energie,rent
22087,Hamm,normal,2006,214,6,C,12.27
22087,Hamm,normal,1925,220,6,G,8.38
22087,Hamm,normal,2009,74,3,C,8.82
22087,Hamm,normal,1936,94,4,G,7.33
22087,Hamm,normal,1989,26,1,D,11.81
22087,Hamm,normal,1981,107,4,D,9.22
22087,Hamm,normal,2019,21,1,A,16.39
22087,Hamm,normal,1929,163,6,G,8.99
22087,Hamm,normal,1941,58,2,G,9.21
22087,Hamm,normal,2023,191,6,A,14.09
22087,Hamm,normal,1986,209,6,D,8.56
22087,Hamm,normal,1917,21,1,G,11.82
22087,Hamm,normal,1926,101,4,G,9.1
22087,Hamm,normal,1969,161,6,E,6.76
22087,Hamm,normal,1923,170,6,G,7.0
22087,Hamm,normal,1979,180,6,D,7.45
22087,Hamm,normal,2002,15,1,C,11.68
22087,Hamm,normal,1914,100,4,G,9.57
22087,Hamm,normal,1939,117,4,G,8.99
22087,Hamm,normal,2017,24,1,A,15.31
22087,Hamm,normal,1987,192,6,D,9.99
22087,Hamm,normal,2011,98,4,B,12.31
22087,Hamm,normal,1998,135,5,C,12.13
22089,Hamm,normal,1948,71,3,G,7.31
22089,Hamm,normal,1981,103,4,D,7.72
22089,Hamm,normal,1924,136,5,G,9.3
22089,Hamm,normal,2018,99,4,A,12.06
22089,Hamm,normal,2005,75,3,C,8.17
22089,Hamm,normal,1978,159,5,D,8.23
22089,Hamm,normal,1920,38,1,G,10.2
22089,Hamm,normal,1969,151,5,E,6.58
22089,Hamm,normal,1969,21,1,E,7.17
22089,Hamm,normal,1955,181,6,G,8.88
22089,Hamm,normal,1959,46,2,F,8.6
22089,Hamm,normal,1923,90,4,G,8.99
22089,Hamm,normal,1911,61,3,G,9.32
22089,Hamm,normal,2017,54,2,A,14.97
22089,Hamm,normal,2007,87,3,C,10.72
22089,Hamm,normal,1923,43,2,G,8.92
22089,Hamm,normal,1971,130,5,E,6.52
22089,Hamm,normal,1998,127,5,C,13.78
22089,Hamm,normal,1973,192,6,D,6.25
22089,Hamm,normal,1975,210,6,D,6.21
22089,Hamm,normal,1972,118,4,E,6.34
22089,Hamm,normal,1981,18,1,D,12.04
22089,Hamm,normal,1966,212,6,E,8.17
22089,Hamm,normal,1973,96,4,D,5.89
22089,Hamm,normal,1978,162,6,D,7.48
22089,Hamm,normal,1953,124,4,G,9.86
22089,Hamm,normal,2000,46,2,C,8.53
22089,Hamm,normal,1923,55,2,G,10.56
22089,Hamm,normal,1911,64,3,G,11.83
22089,Hamm,normal,1998,180,6,C,9.65
22111,Horn,normal,1925,44,2,G,7.81
22111,Horn,normal,1984,41,2,D,10.06
22111,Horn,normal,1962,55,2,F,8.56
22111,Horn,normal,2002,179,6,C,11.87
22111,Horn,normal,2010,158,5,B,10.62
22111,Horn,normal,1933,104,4,G,8.21
22111,Horn,normal,1940,152,5,G,7.01
22111,Horn,normal,1919,59,3,G,7.87
22111,Horn,normal,1955,139,5,G,9.54
22111,Horn,normal,1975,123,4,D,6.42
22111,Horn,normal,2005,140,5,C,11.55
22111,Horn,normal,1924,116,4,G,7.74
22111,Horn,normal,1983,31,1,D,10.7
22111,Horn,normal,1998,154,5,C,13.12
22111,Horn,normal,1929,165,6,G,9.46
22111,Horn,normal,2002,22,1,C,11.45
22111,Horn,normal,1923,65,3,G,10.42
22111,Horn,normal,1958,211,6,F,8.41
22111,Horn,normal,1931,89,4,G,7.44
22111,Horn,normal,1990,29,1,D,11.86
22111,Horn,normal,1935,33,1,G,10.17
22111,Horn,normal,1958,138,5,F,10.44
22111,Horn,normal,2012,165,6,B,12.11
22111,Horn,normal,1946,68,3,G,7.66
22111,Horn,normal,1969,137,5,E,6.12
22111,Horn,normal,1929,47,2,G,9.97
22111,Horn,normal,2000,90,4,C,8.11
22111,Horn,normal,1926,62,3,G,7.82
22113,Horn,normal,1918,24,1,G,13.84
22113,Horn,normal,1945,28,1,G,8.37
22113,Horn,normal,1980,136,5,D,8.85
22113,Horn,normal,1979,165,6,D,9.94
22113,Horn,normal,1962,174,6,F,8.45
22113,Horn,normal,2006,46,2,C,8.39
22113,Horn,normal,1911,40,2,G,11.35
22113,Horn,normal,1930,183,6,G,9.46
22113,Horn,normal,1955,37,1,G,9.21
22113,Horn,normal,2019,97,4,A,15.17
22113,Horn,normal,1999,17,1,C,14.71
22113,Horn,normal,1999,85,3,C,10.0
22113,Horn,normal,2007,174,6,C,10.59
22113,Horn,normal,1914,40,2,G,14.57
22113,Horn,normal,2018,184,6,A,13.29
22113,Horn,normal,1937,43,2,G,8.86
22113,Horn,normal,2011,28,1,B,13.88
22113,Horn,normal,1963,117,4,F,7.48
22113,Horn,normal,2016,178,6,A,13.31
22113,Horn,normal,1947,154,5,G,8.12
22113,Horn,normal,2004,132,5,C,14.58
22113,Horn,normal,2010,29,1,B,13.24
22113,Horn,normal,1921,205,6,G,7.33
22113,Horn,normal,1940,174,6,G,8.98
22113,Horn,normal,1944,146,5,G,8.85
22113,Horn,normal,1928,152,5,G,8.29
22113,Horn,normal,1984,63,3,D,10.24
22113,Horn,normal,1947,65,3,G,10.4
22113,Horn,normal,2013,74,3,B,15.07
22113,Horn,normal,1939,208,6,G,7.61
22113,Horn,normal,1969,75,3,E,5.87
22113,Horn,normal,1917,146,5,G,9.2
22113,Horn,normal,1994,105,4,C,11.53
22113,Horn,normal,2002,151,5,C,11.59
22113,Horn,normal,1957,81,3,F,7.21
22113,Horn,normal,2008,127,5,C,12.08
22113,Horn,normal,2017,199,6,A,15.16
22113,Horn,normal,2009,76,3,C,11.21
22113,Horn,normal,1968,126,5,E,6.76
22113,Horn,normal,1912,77,3,G,10.71
22113,Horn,normal,2011,117,4,B,12.14
22113,Horn,normal,2018,38,1,A,14.46
22113,Horn,normal,1942,180,6,G,7.04
22113,Horn,normal,1996,145,5,C,13.03
22113,Horn,normal,1914,160,5,G,9.11
22113,Horn,normal,2023,41,2,A,16.78
22113,Horn,normal,1992,99,4,D,8.15
22113,Horn,normal,1973,173,6,D,6.72
22113,Horn,normal,1968,172,6,E,5.87
22113,Horn,normal,2018,222,6,A,14.9
22113,Horn,normal,1958,179,6,F,10.27
22113,Horn,normal,1980,27,1,D,9.58
22113,Horn,normal,2012,131,5,B,14.93
22113,Horn,normal,1958,197,6,F,10.55
22113,Horn,normal,1926,142,5,G,8.42
22113,Horn,normal,2010,76,3,B,8.1
22113,Horn,normal,1982,184,6,D,7.72
22113,Horn,normal,1944,146,5,G,8.76
22113,Horn,normal,1942,159,5,G,7.59
22113,Horn,normal,1919,141,5,G,8.49
22113,Horn,normal,2010,173,6,B,13.29
22113,Horn,normal,1986,169,6,D,8.15
22113,Horn,normal,1978,106,4,D,8.41
22113,Horn,normal,1985,79,3,D,8.35
22113,Horn,normal,2022,160,5,A,12.66
22113,Horn,normal,1935,26,1,G,8.82
22113,Horn,normal,1956,106,4,F,9.52
22113,Horn,normal,1987,163,6,D,9.24
22113,Horn,normal,1965,136,5,F,7.86
22113,Horn,normal,2006,151,5,C,11.36
22113,Horn,normal,1940,34,1,G,9.36
22113,Horn,normal,1967,102,4,E,9.86
22113,Horn,normal,2021,18,1,A,16.03
22113,Horn,normal,1990,73,3,D,9.53
22113,Horn,normal,2009,185,6,C,10.36
22113,Horn,normal,1952,213,6,G,7.6
22113,Horn,normal,1967,71,3,E,6.62
22113,Horn,normal,1987,127,5,D,7.15
22113,Horn,normal,1937,99,4,G,8.74
22113,Horn,normal,1940,29,1,G,8.61
22113,Horn,normal,1952,145,5,G,7.82
22113,Horn,normal,1916,191,6,G,10.7
22113,Horn,normal,1984,175,6,D,7.89
22113,Horn,normal,1997,114,4,C,9.06
22113,Horn,normal,2003,200,6,C,14.45
22113,Horn,normal,1971,136,5,E,6.02
22115,Billstedt,normal,1932,23,1,G,9.38
22115,Billstedt,normal,2012,188,6,B,13.77
22115,Billstedt,normal,1978,147,5,D,7.53
22115,Billstedt,normal,1960,188,6,F,9.24
22115,Billstedt,normal,2022,185,6,A,14.37
22115,Billstedt,normal,2022,56,2,A,11.21
22115,Billstedt,normal,1923,104,4,G,8.97
22115,Billstedt,normal,2019,119,4,A,15.65
22115,Billstedt,normal,1992,72,3,D,8.11
22115,Billstedt,normal,1985,200,6,D,7.74
22117,Billstedt,normal,1954,86,3,G,7.74
22117,Billstedt,normal,1987,170,6,D,7.66
22117,Billstedt,normal,1990,134,5,D,9.1
22117,Billstedt,normal,2003,221,6,C,13.59
22117,Billstedt,normal,1938,84,3,G,10.37
22117,Billstedt,normal,1959,195,6,F,8.0
22117,Billstedt,normal,1927,39,1,G,9.02
22117,Billstedt,normal,1981,95,4,D,8.45
22117,Billstedt,normal,1940,65,3,G,10.39
22117,Billstedt,normal,1957,197,6,F,7.18
22117,Billstedt,normal,2005,202,6,C,12.29
22117,Billstedt,normal,1949,60,3,G,8.48
22117,Billstedt,normal,1936,190,6,G,7.65
22117,Billstedt,normal,1916,24,1,G,9.45
22117,Billstedt,normal,1944,220,6,G,7.35
22117,Billstedt,normal,1989,116,4,D,8.48
22117,Billstedt,normal,1975,191,6,D,5.75
22117,Billstedt,normal,1930,187,6,G,7.37
22117,Billstedt,normal,1993,71,3,C,6.66
22117,Billstedt,normal,1974,55,2,D,7.88
22117,Billstedt,normal,1928,134,5,G,6.93
22117,Billstedt,normal,1981,116,4,D,9.58
22117,Billstedt,normal,1937,116,4,G,8.07
22117,Billstedt,normal,2011,161,6,B,14.52
22117,Billstedt,normal,1942,81,3,G,8.77
22117,Billstedt,normal,1994,57,2,C,11.31
22117,Billstedt,normal,1973,129,5,D,6.68
22117,Billstedt,normal,1924,170,6,G,8.46
22117,Billstedt,normal,2008,98,4,C,14.56
22117,Billstedt,normal,2010,150,5,B,14.45
22117,Billstedt,normal,2011,30,1,B,16.36
22117,Billstedt,normal,1915,46,2,G,9.44
22117,Billstedt,normal,1939,145,5,G,8.38
22117,Billstedt,normal,1931,36,1,G,11.1
22117,Billstedt,normal,2000,24,1,C,10.91
22117,Billstedt,normal,2005,118,4,C,10.39
22117,Billstedt,normal,2005,81,3,C,10.45
22117,Billstedt,normal,1932,199,6,G,7.48
22117,Billstedt,normal,1929,176,6,G,7.37
22117,Billstedt,normal,1912,128,5,G,10.49
22117,Billstedt,normal,1957,161,6,F,7.79
22117,Billstedt,normal,1972,119,4,E,6.66
22117,Billstedt,normal,1970,92,4,E,6.72
22117,Billstedt,normal,1957,209,6,F,8.07
22117,Billstedt,normal,1953,156,5,G,10.6
22117,Billstedt,normal,1927,37,1,G,10.88
22117,Billstedt,normal,1937,128,5,G,8.27
22117,Billstedt,normal,1924,204,6,G,8.92
22117,Billstedt,normal,1928,153,5,G,7.21
22117,Billstedt,normal,1982,187,6,D,7.69
22117,Billstedt,normal,1968,205,6,E,6.6
22117,Billstedt,normal,1959,120,4,F,7.59
22117,Billstedt,normal,1974,154,5,D,6.23
22117,Billstedt,normal,1965,33,1,F,9.27
22117,Billstedt,normal,1912,38,1,G,14.17
22117,Billstedt,normal,2023,186,6,A,12.61
22117,Billstedt,normal,2013,90,4,B,12.36
22117,Billstedt,normal,1948,222,6,G,8.76
22117,Billstedt,normal,1986,49,2,D,7.82
22117,Billstedt,normal,1992,29,1,D,11.72
22117,Billstedt,normal,1922,216,6,G,8.95
22117,Billstedt,normal,1913,116,4,G,10.65
22117,Billstedt,normal,1991,97,4,D,8.62
22117,Billstedt,normal,1968,50,2,E,9.23
22117,Billstedt,normal,1963,65,3,F,8.07
22117,Billstedt,normal,1963,201,6,F,7.35
22117,Billstedt,normal,1940,158,5,G,9.39
22117,Billstedt,normal,1932,28,1,G,8.3
22117,Billstedt,normal,1942,201,6,G,7.42
22117,Billstedt,normal,1933,79,3,G,7.92
22117,Billstedt,normal,1931,131,5,G,7.0
22117,Billstedt,normal,2006,222,6,C,13.31
22117,Billstedt,normal,1990,26,1,D,11.81
22117,Billstedt,normal,1981,50,2,D,9.18
22117,Billstedt,normal,1943,30,1,G,9.49
22117,Billstedt,normal,1948,211,6,G,8.2
22117,Billstedt,normal,2023,184,6,A,13.71
22117,Billstedt,normal,1931,197,6,G,8.06
22117,Billstedt,normal,1989,125,5,D,10.02
22119,Horn,normal,1973,170,6,D,5.8
22119,Horn,normal,1954,61,3,G,7.52
22119,Horn,normal,1976,106,4,D,6.35
22119,Horn,normal,2007,127,5,C,10.78
22119,Horn,normal,2012,96,4,B,13.27
22119,Horn,normal,2019,117,4,A,14.2
22119,Horn,normal,1967,125,5,E,7.79
22119,Horn,normal,1951,40,2,G,8.93
22119,Horn,normal,1945,213,6,G,8.87
22119,Horn,normal,1964,76,3,F,6.15
22119,Horn,normal,1982,150,5,D,9.82
22119,Horn,normal,1942,91,4,G,10.76
22119,Horn,normal,1962,139,5,F,8.83
22119,Horn,normal,1975,153,5,D,5.87
22119,Horn,normal,2022,129,5,A,16.07
22119,Horn,normal,1964,137,5,F,9.27
22119,Horn,normal,1955,68,3,G,7.37
22119,Horn,normal,1960,105,4,F,8.12
22119,Horn,normal,1942,140,5,G,9.27
22119,Horn,normal,1919,166,6,G,9.03
22119,Horn,normal,1931,56,2,G,8.2
22119,Horn,normal,1958,193,6,F,7.17
22119,Horn,normal,1991,190,6,D,7.98
22119,Horn,normal,1941,22,1,G,11.8
22119,Horn,normal,1922,98,4,G,6.98
22119,Horn,normal,1932,220,6,G,7.6
22119,Horn,normal,1938,25,1,G,9.07
22119,Horn,normal,1982,178,6,D,8.45
22119,Horn,normal,2018,52,2,A,11.53
22119,Horn,normal,1914,181,6,G,11.06
22119,Horn,normal,1913,74,3,G,10.58
22119,Horn,normal,1960,149,5,F,10.02
22119,Horn,normal,1951,118,4,G,10.62
22119,Horn,normal,1969,57,2,E,7.8
22119,Horn,normal,2009,44,2,C,11.0
22143,Rahlstedt,normal,1935,26,1,G,10.19
22143,Rahlstedt,normal,1973,142,5,D,6.21
22143,Rahlstedt,normal,1911,207,6,G,11.2
22143,Rahlstedt,normal,2016,98,4,A,11.8
22143,Rahlstedt,normal,1983,58,2,D,9.54
22143,Rahlstedt,normal,1994,120,4,C,11.02
22143,Rahlstedt,normal,2014,85,3,B,12.37
22143,Rahlstedt,normal,2019,208,6,A,15.56
22143,Rahlstedt,normal,1956,207,6,F,10.76
22143,Rahlstedt,normal,1989,124,4,D,8.71
22143,Rahlstedt,normal,1925,77,3,G,10.42
22143,Rahlstedt,normal,2009,152,5,C,12.83
22143,Rahlstedt,normal,1988,74,3,D,7.56
22143,Rahlstedt,normal,1997,53,2,C,11.51
22143,Rahlstedt,normal,1952,173,6,G,7.81
22143,Rahlstedt,normal,1961,116,4,F,7.7
22143,Rahlstedt,normal,2006,29,1,C,14.78
22143,Rahlstedt,normal,2008,48,2,C,10.87
22143,Rahlstedt,normal,1977,88,4,D,5.63
22143,Rahlstedt,normal,1968,212,6,E,6.21
22143,Rahlstedt,normal,1954,104,4,G,10.04
22143,Rahlstedt,normal,1934,120,4,G,8.68
22143,Rahlstedt,normal,1936,212,6,G,9.31
22143,Rahlstedt,normal,1967,18,1,E,8.75
22143,Rahlstedt,normal,1936,183,6,G,8.26
22143,Rahlstedt,normal,1913,35,1,G,11.72
22143,Rahlstedt,normal,1983,136,5,D,9.75
22143,Rahlstedt,normal,1953,137,5,G,10.22
22143,Rahlstedt,normal,1952,129,5,G,9.99
22143,Rahlstedt,normal,1984,158,5,D,9.87
22143,Rahlstedt,normal,1999,55,2,C,9.97
22143,Rahlstedt,normal,1927,155,5,G,8.33
22143,Rahlstedt,normal,1911,32,1,G,9.92
22143,Rahlstedt,normal,1913,69,3,G,12.11
22143,Rahlstedt,normal,1985,160,5,D,7.83
22143,Rahlstedt,normal,1986,182,6,D,7.69
22143,Rahlstedt,normal,1949,22,1,G,9.05
22143,Rahlstedt,normal,1965,122,4,F,9.41
22143,Rahlstedt,normal,2005,125,5,C,11.35
22143,Rahlstedt,normal,1967,111,4,E,9.95
22143,Rahlstedt,normal,2008,61,3,C,11.23
22143,Rahlstedt,normal,1944,108,4,G,7.02
22143,Rahlstedt,normal,1995,36,1,C,14.35
22143,Rahlstedt,normal,1930,80,3,G,9.71
22143,Rahlstedt,normal,1977,221,6,D,6.24
22143,Rahlstedt,normal,1948,109,4,G,7.92
22143,Rahlstedt,normal,1912,97,4,G,10.72
22143,Rahlstedt,normal,1992,215,6,D,7.15
22143,Rahlstedt,normal,1971,143,5,E,6.36
22143,Rahlstedt,normal,2010,33,1,B,12.51
22143,Rahlstedt,normal,1918,82,3,G,9.11
22143,Rahlstedt,normal,1914,100,4,G,9.47
22143,Rahlstedt,normal,2003,218,6,C,11.37
22143,Rahlstedt,normal,1911,138,5,G,10.68
22143,Rahlstedt,normal,1986,46,2,D,8.22
22143,Rahlstedt,normal,1922,62,3,G,9.49
22143,Rahlstedt,normal,1969,15,1,E,11.05
22143,Rahlstedt,normal,1951,87,3,G,9.03
22143,Rahlstedt,normal,1939,175,6,G,8.42
22143,Rahlstedt,normal,1961,123,4,F,9.28
22143,Rahlstedt,normal,2022,193,6,A,13.6
22143,Rahlstedt,normal,1961,64,3,F,8.57
22143,Rahlstedt,normal,1972,76,3,E,6.57
22143,Rahlstedt,normal,1996,130,5,C,10.29
22143,Rahlstedt,normal,1987,116,4,D,9.29
22143,Rahlstedt,normal,2011,65,3,B,10.86
22143,Rahlstedt,normal,1975,81,3,D,5.98
22143,Rahlstedt,normal,2014,140,5,B,14.06
22143,Rahlstedt,normal,1985,222,6,D,9.7
22143,Rahlstedt,normal,2003,26,1,C,13.94
22143,Rahlstedt,normal,1967,184,6,E,9.56
22143,Rahlstedt,normal,2019,116,4,A,13.46
22143,Rahlstedt,normal,2014,215,6,B,10.97
22143,Rahlstedt,normal,2022,167,6,A,13.19
22143,Rahlstedt,normal,1915,193,6,G,8.49
22143,Rahlstedt,normal,1943,31,1,G,8.46
22143,Rahlstedt,normal,1927,16,1,G,10.35
22143,Rahlstedt,normal,2012,132,5,B,11.3
22143,Rahlstedt,normal,1979,132,5,D,9.0
22143,Rahlstedt,normal,1987,51,2,D,9.06
22143,Rahlstedt,normal,1926,23,1,G,11.56
22143,Rahlstedt,normal,1966,59,3,E,6.61
22143,Rahlstedt,normal,2016,146,5,A,15.27
22143,Rahlstedt,normal,1969,46,2,E,7.78
22143,Rahlstedt,normal,2002,143,5,C,11.29
22143,Rahlstedt,normal,1988,163,6,D,8.7
22143,Rahlstedt,normal,1916,147,5,G,8.22
22143,Rahlstedt,normal,1998,162,6,C,9.87
22143,Rahlstedt,normal,1916,67,3,G,11.49
22143,Rahlstedt,normal,1993,123,4,C,8.54
22143,Rahlstedt,normal,1921,198,6,G,8.44
22143,Rahlstedt,normal,1997,105,4,C,13.08
22143,Rahlstedt,normal,1973,212,6,D,6.65
22143,Rahlstedt,normal,1928,207,6,G,8.16
22143,Rahlstedt,normal,1973,210,6,D,6.13
22143,Rahlstedt,normal,1948,214,6,G,8.98
22143,Rahlstedt,normal,1947,200,6,G,8.94
22143,Rahlstedt,normal,1917,86,3,G,10.49
22143,Rahlstedt,normal,1971,149,5,E,6.68
22143,Rahlstedt,normal,1993,147,5,C,8.76
22143,Rahlstedt,normal,1932,184,6,G,7.63
22143,Rahlstedt,normal,2014,72,3,B,11.4
22143,Rahlstedt,normal,1945,189,6,G,9.49
22143,Rahlstedt,normal,1995,166,6,C,11.45
22143,Rahlstedt,normal,1989,28,1,D,10.08
22143,Rahlstedt,normal,1941,31,1,G,11.43
22143,Rahlstedt,normal,1965,107,4,F,9.52
22143,Rahlstedt,normal,1956,123,4,F,8.26
22143,Rahlstedt,normal,1970,29,1,E,8.89
22143,Rahlstedt,normal,1917,178,6,G,10.36
22143,Rahlstedt,normal,1984,175,6,D,7.46
22143,Rahlstedt,normal,1916,204,6,G,10.94
22143,Rahlstedt,normal,1992,16,1,D,11.4
22143,Rahlstedt,normal,2016,46,2,A,11.35
22143,Rahlstedt,normal,2008,128,5,C,14.04
22143,Rahlstedt,normal,1937,177,6,G,7.1
22143,Rahlstedt,normal,1928,170,6,G,7.62
22143,Rahlstedt,normal,1952,22,1,G,7.97
22143,Rahlstedt,normal,1965,146,5,F,7.56
22143,Rahlstedt,normal,2005,149,5,C,14.19
22143,Rahlstedt,normal,1932,59,3,G,9.13
22143,Rahlstedt,normal,2008,128,5,C,11.99
22143,Rahlstedt,normal,1946,61,3,G,10.09
22143,Rahlstedt,normal,2016,127,5,A,12.93
22143,Rahlstedt,normal,1920,169,6,G,7.47
22143,Rahlstedt,normal,1946,67,3,G,9.99
22143,Rahlstedt,normal,1982,100,4,D,7.96
22143,Rahlstedt,normal,1976,94,4,D,6.48
22143,Rahlstedt,normal,1994,53,2,C,11.66
22143,Rahlstedt,normal,1916,81,3,G,12.48
22143,Rahlstedt,normal,2018,76,3,A,12.51
22143,Rahlstedt,normal,1916,74,3,G,11.66
22143,Rahlstedt,normal,1917,56,2,G,10.3
22143,Rahlstedt,normal,1913,84,3,G,9.04
22143,Rahlstedt,normal,1970,150,5,E,6.6
22143,Rahlstedt,normal,1984,173,6,D,9.39
22143,Rahlstedt,normal,1929,98,4,G,6.93
22143,Rahlstedt,normal,1915,45,2,G,10.12
22143,Rahlstedt,normal,2010,92,4,B,9.72
22143,Rahlstedt,normal,1984,88,4,D,9.29
22143,Rahlstedt,normal,1939,32,1,G,10.26
22143,Rahlstedt,normal,1967,114,4,E,9.51
22143,Rahlstedt,normal,1994,177,6,C,14.01
22143,Rahlstedt,normal,1913,52,2,G,11.87
22143,Rahlstedt,normal,1916,139,5,G,9.71
22143,Rahlstedt,normal,1986,172,6,D,9.74
22143,Rahlstedt,normal,1910,90,4,G,9.5
22143,Rahlstedt,normal,1945,168,6,G,8.83
22143,Rahlstedt,normal,1949,33,1,G,10.22
22143,Rahlstedt,normal,1985,111,4,D,7.51
22143,Rahlstedt,normal,1913,61,3,G,9.03
22143,Rahlstedt,normal,1933,159,5,G,8.13
22143,Rahlstedt,normal,1953,141,5,G,8.24
22143,Rahlstedt,normal,1990,75,3,D,7.91
22143,Rahlstedt,normal,1966,55,2,E,6.73
22143,Rahlstedt,normal,1951,143,5,G,7.79
22143,Rahlstedt,normal,1939,93,4,G,7.23
22143,Rahlstedt,normal,1976,101,4,D,6.25
22143,Rahlstedt,normal,2002,23,1,C,12.76
22143,Rahlstedt,normal,2006,36,1,C,12.39
22143,Rahlstedt,normal,2003,69,3,C,9.97
22143,Rahlstedt,normal,1911,61,3,G,11.71
22143,Rahlstedt,normal,1982,50,2,D,10.46
22143,Rahlstedt,normal,1915,196,6,G,9.04
22143,Rahlstedt,normal,1977,29,1,D,7.18
22143,Rahlstedt,normal,1972,182,6,E,6.4
22143,Rahlstedt,normal,1922,126,5,G,8.57
22143,Rahlstedt,normal,1955,17,1,G,10.84
22143,Rahlstedt,normal,1912,124,4,G,11.5
22143,Rahlstedt,normal,1917,205,6,G,8.94
22143,Rahlstedt,normal,1973,87,3,D,6.63
22143,Rahlstedt,normal,1949,64,3,G,8.71
22143,Rahlstedt,normal,2017,68,3,A,11.97
22143,Rahlstedt,normal,1916,76,3,G,9.37
22143,Rahlstedt,normal,1917,147,5,G,10.63
22143,Rahlstedt,normal,1954,156,5,G,7.86
22143,Rahlstedt,normal,1941,213,6,G,7.36
22143,Rahlstedt,normal,2021,15,1,A,14.85
22143,Rahlstedt,normal,1937,142,5,G,9.13
22143,Rahlstedt,normal,1973,120,4,D,6.18
22143,Rahlstedt,normal,1979,51,2,D,9.6
22143,Rahlstedt,normal,1916,199,6,G,11.6
22143,Rahlstedt,normal,1930,161,6,G,7.24
22143,Rahlstedt,normal,2009,41,2,C,14.08
22143,Rahlstedt,normal,1978,204,6,D,7.06
22143,Rahlstedt,normal,2011,140,5,B,11.65
22143,Rahlstedt,normal,1941,129,5,G,8.04
22143,Rahlstedt,normal,1964,148,5,F,8.8
22143,Rahlstedt,normal,1918,44,2,G,10.89
22143,Rahlstedt,normal,1973,46,2,D,6.76
22143,Rahlstedt,normal,1984,221,6,D,9.88
22143,Rahlstedt,normal,1986,98,4,D,8.84
22143,Rahlstedt,normal,1986,97,4,D,7.37
22143,Rahlstedt,normal,1936,75,3,G,10.63
22143,Rahlstedt,normal,2010,78,3,B,11.56
22143,Rahlstedt,normal,1978,22,1,D,9.96
22143,Rahlstedt,normal,1933,69,3,G,7.42
22143,Rahlstedt,normal,2013,176,6,B,11.02
22143,Rahlstedt,normal,1914,188,6,G,11.78
22145,Farmsen-Berne,normal,1973,17,1,D,6.75
22145,Farmsen-Berne,normal,1948,184,6,G,8.4
22145,Farmsen-Berne,normal,1965,54,2,F,7.83
22145,Farmsen-Berne,normal,1933,22,1,G,11.11
22145,Farmsen-Berne,normal,2018,146,5,A,15.53
22145,Farmsen-Berne,normal,1917,185,6,G,11.41
22145,Farmsen-Berne,normal,1988,157,5,D,10.05
22145,Farmsen-Berne,normal,1992,59,3,D,9.09
22145,Farmsen-Berne,normal,2022,155,5,A,12.74
22145,Farmsen-Berne,normal,1961,152,5,F,9.68
22145,Farmsen-Berne,normal,1987,220,6,D,6.96
22145,Farmsen-Berne,normal,1993,175,6,C,6.66
22145,Farmsen-Berne,normal,2015,80,3,B,13.35
22145,Farmsen-Berne,normal,1932,181,6,G,7.27
22145,Farmsen-Berne,normal,1964,202,6,F,8.85
22145,Farmsen-Berne,normal,1974,49,2,D,9.47
22145,Farmsen-Berne,normal,1940,110,4,G,7.45
22145,Farmsen-Berne,normal,2014,22,1,B,15.3
22145,Farmsen-Berne,normal,1982,36,1,D,10.72
22145,Farmsen-Berne,normal,1914,49,2,G,10.32
22145,Farmsen-Berne,normal,2014,132,5,B,14.01
22145,Farmsen-Berne,normal,2005,177,6,C,9.61
22145,Farmsen-Berne,normal,1952,196,6,G,8.11
22145,Farmsen-Berne,normal,1968,165,6,E,6.29
22145,Farmsen-Berne,normal,1943,87,3,G,8.33
22145,Farmsen-Berne,normal,2005,192,6,C,14.46
22145,Farmsen-Berne,normal,1956,145,5,F,8.09
22145,Farmsen-Berne,normal,1990,188,6,D,7.95
22145,Farmsen-Berne,normal,2003,45,2,C,8.28
22145,Farmsen-Berne,normal,1985,157,5,D,9.04
22145,Farmsen-Berne,normal,1917,174,6,G,10.44
22145,Farmsen-Berne,normal,2010,140,5,B,10.55
22145,Farmsen-Berne,normal,1970,173,6,E,6.12
22145,Farmsen-Berne,normal,1966,209,6,E,8.72
22145,Farmsen-Berne,normal,1985,88,4,D,9.64
22145,Farmsen-Berne,normal,1951,100,4,G,8.21
22145,Farmsen-Berne,normal,2013,89,4,B,12.37
22145,Farmsen-Berne,normal,1978,194,6,D,9.54
22145,Farmsen-Berne,normal,1973,102,4,D,6.22
22145,Farmsen-Berne,normal,2006,138,5,C,11.11
22145,Farmsen-Berne,normal,1947,17,1,G,9.17
22145,Farmsen-Berne,normal,1980,83,3,D,6.5
22145,Farmsen-Berne,normal,1975,169,6,D,6.38
22145,Farmsen-Berne,normal,1938,118,4,G,8.24
22145,Farmsen-Berne,normal,1971,41,2,E,10.9
22145,Farmsen-Berne,normal,1932,60,3,G,8.89
22145,Farmsen-Berne,normal,2009,177,6,C,11.71
22145,Farmsen-Berne,normal,1992,83,3,D,6.64
22145,Farmsen-Berne,normal,1927,23,1,G,11.31
22145,Farmsen-Berne,normal,1981,61,3,D,8.95
22145,Farmsen-Berne,normal,1921,74,3,G,7.52
22145,Farmsen-Berne,normal,1953,102,4,G,8.75
22145,Farmsen-Berne,normal,1981,131,5,D,8.88
22145,Farmsen-Berne,normal,1983,66,3,D,7.49
22145,Farmsen-Berne,normal,2011,107,4,B,13.52
22145,Farmsen-Berne,normal,2020,44,2,A,14.9
22145,Farmsen-Berne,normal,1952,200,6,G,9.34
